Time (s),North (m),East (m),Down (m)
5.7,32.529,8.660254037844386,-7.376
5.8,33.012,8.660254037844386,-7.506
5.9,33.495000000000005,8.660254037844386,-7.635
6.0,33.978,8.660254037844386,-7.765
6.1,34.461,8.660254037844386,-7.894
6.2,34.944,8.660254037844386,-8.023
6.3,35.427,8.660254037844386,-8.153
6.4,35.910000000000004,8.660254037844386,-8.282
6.5,36.393,8.660254037844386,-8.412
6.6,36.876000000000005,8.660254037844386,-8.541
6.7,37.359,8.660254037844386,-8.67
6.8,37.841,8.660254037844386,-8.8
6.9,38.324,8.660254037844386,-8.929
7.0,38.807,8.660254037844386,-9.059
7.1,39.29,8.660254037844386,-9.188
7.2,39.773,8.660254037844386,-9.317
7.3,40.256,8.660254037844386,-9.447
7.4,40.739,8.660254037844386,-9.576
7.5,41.222,8.660254037844386,-9.706
7.6,41.705,8.660254037844386,-9.835
7.7,42.188,8.660254037844386,-9.965
7.8,42.671,8.660254037844386,-10.094
7.9,43.154,8.660254037844386,-10.223
8.0,43.637,8.660254037844386,-10.353
8.1,44.12,8.660254037844386,-10.482
8.2,44.603,8.660254037844386,-10.612
8.3,45.086,8.660254037844386,-10.741
8.4,45.569,8.660254037844386,-10.87
8.5,46.052,8.660254037844386,-11.0
8.6,46.535,8.660254037844386,-11.129
8.7,47.018,8.660254037844386,-11.259
8.8,47.501,8.660254037844386,-11.388
8.9,47.984,8.660254037844386,-11.517
9.0,48.467,8.660254037844386,-11.647
9.1,48.95,8.660254037844386,-11.776
9.2,49.433,8.660254037844386,-11.906
9.3,49.916,8.660254037844386,-12.035
9.4,50.399,8.660254037844386,-12.164
9.5,50.881,8.660254037844386,-12.294
9.6,51.364,8.660254037844386,-12.423
9.7,51.847,8.660254037844386,-12.553
9.8,52.33,8.660254037844386,-12.682
9.9,52.813,8.660254037844386,-12.812
10.0,53.296,8.660254037844386,-12.941
10.1,53.779,8.660254037844386,-13.07
10.2,54.262,8.660254037844386,-13.2
10.3,54.745,8.660254037844386,-13.329
10.4,55.228,8.660254037844386,-13.459
10.5,55.711,8.660254037844386,-13.588
10.6,56.194,8.660254037844386,-13.717
10.7,56.677,8.660254037844386,-13.847
10.8,57.16,8.660254037844386,-13.976
10.9,57.643,8.660254037844386,-14.106
11.0,58.126,8.660254037844386,-14.235
11.1,58.609,8.660254037844386,-14.364
11.2,59.092,8.660254037844386,-14.494
11.3,59.575,8.660254037844386,-14.623
11.4,60.058,8.660254037844386,-14.753
11.5,60.541,8.660254037844386,-14.882
11.6,61.024,8.660254037844386,-15.012
11.7,61.507,8.660254037844386,-15.141
11.8,61.99,8.660254037844386,-15.27
11.9,62.473,8.660254037844386,-15.4
12.0,62.956,8.660254037844386,-15.529
12.1,63.439,8.660254037844386,-15.659
12.2,63.921,8.660254037844386,-15.788
12.3,64.40400000000001,8.660254037844386,-15.917
12.4,64.887,8.660254037844386,-16.047
12.5,65.37,8.660254037844386,-16.176
12.6,65.85300000000001,8.660254037844386,-16.306
12.7,66.336,8.660254037844386,-16.435
12.8,66.819,8.660254037844386,-16.564
12.9,67.302,8.660254037844386,-16.694
13.0,67.785,8.660254037844386,-16.823
13.1,68.268,8.660254037844386,-16.953
13.2,68.751,8.660254037844386,-17.082
13.3,69.234,8.660254037844386,-17.211
13.4,69.717,8.660254037844386,-17.341
13.5,70.2,8.660254037844386,-17.47
13.6,70.683,8.660254037844386,-17.6
13.7,71.166,8.660254037844386,-17.729
13.8,71.649,8.660254037844386,-17.859
13.9,72.132,8.660254037844386,-17.988
14.0,72.615,8.660254037844386,-18.117
14.1,73.098,8.660254037844386,-18.247
14.2,73.581,8.660254037844386,-18.376
14.3,74.064,8.660254037844386,-18.506
14.4,74.547,8.660254037844386,-18.635
14.5,75.03,8.660254037844386,-18.764
14.6,75.513,8.660254037844386,-18.894
14.7,75.996,8.660254037844386,-19.023
14.8,76.479,8.660254037844386,-19.153
14.9,76.961,8.660254037844386,-19.282
15.0,77.444,8.660254037844386,-19.411
15.1,77.927,8.660254037844386,-19.541
15.2,78.41,8.660254037844386,-19.67
15.3,78.893,8.660254037844386,-19.8
15.4,79.376,8.660254037844386,-19.929
15.5,79.859,8.660254037844386,-20.058
15.6,80.342,8.660254037844386,-20.188
15.7,80.825,8.660254037844386,-20.317
15.8,81.308,8.660254037844386,-20.447
15.9,81.791,8.660254037844386,-20.576
16.0,82.274,8.660254037844386,-20.706
16.1,82.757,8.660254037844386,-20.835
16.2,83.24,8.660254037844386,-20.964
16.3,83.723,8.660254037844386,-21.094
16.4,84.206,8.660254037844386,-21.223
16.5,84.689,8.660254037844386,-21.353
16.6,85.172,8.660254037844386,-21.482
16.7,85.655,8.660254037844386,-21.611
16.8,86.138,8.660254037844386,-21.741
16.9,86.621,8.660254037844386,-21.87
17.0,87.104,8.660254037844386,-22.0
17.1,87.587,8.660254037844386,-22.129
17.2,88.07,8.660254037844386,-22.258
17.3,88.553,8.660254037844386,-22.388
17.4,89.036,8.660254037844386,-22.517
17.5,89.519,8.660254037844386,-22.647
17.6,90.001,8.660254037844386,-22.776
17.7,90.484,8.660254037844386,-22.905
17.8,90.967,8.660254037844386,-23.035
17.9,91.45,8.660254037844386,-23.164
18.0,91.933,8.660254037844386,-23.294
18.1,92.416,8.660254037844386,-23.423
18.2,92.899,8.660254037844386,-23.553
18.3,93.382,8.660254037844386,-23.682
18.4,93.865,8.660254037844386,-23.811
18.5,94.348,8.660254037844386,-23.941
18.6,94.831,8.660254037844386,-24.07
18.7,95.314,8.660254037844386,-24.2
18.8,95.797,8.660254037844386,-24.329
18.9,96.28,8.660254037844386,-24.458
19.0,96.763,8.660254037844386,-24.588
19.1,97.246,8.660254037844386,-24.717
19.2,97.729,8.660254037844386,-24.847
19.3,98.212,8.660254037844386,-24.976
19.4,98.695,8.660254037844386,-25.105
19.5,99.178,8.660254037844386,-25.235
19.6,99.661,8.660254037844386,-25.364
19.7,100.144,8.660254037844386,-25.494
19.8,100.627,8.660254037844386,-25.623
19.9,101.11,8.660254037844386,-25.752
20.0,111.593,-1.3397459621556145,-25.882
20.1,111.591,-1.1827459621556144,-25.877
20.2,111.588,-1.0257459621556144,-25.872
20.3,111.581,-0.8687459621556144,-25.867
20.4,111.573,-0.7117459621556144,-25.862
20.5,111.562,-0.5547459621556143,-25.857
20.6,111.548,-0.39874596215561375,-25.852
20.7,111.532,-0.24274596215561495,-25.847
20.8,111.514,-0.08674596215561436,-25.842
20.9,111.493,0.06925403784438622,-25.837
21.0,111.469,0.22425403784438558,-25.832
21.1,111.444,0.37925403784438494,-25.827
21.2,111.415,0.5342540378443861,-25.822
21.3,111.385,0.6882540378443851,-25.817
21.4,111.352,0.8412540378443856,-25.812
21.5,111.316,0.9942540378443852,-25.807
21.6,111.278,1.1472540378443856,-25.802
21.7,111.238,1.2992540378443858,-25.797
21.8,111.196,1.4502540378443856,-25.792
21.9,111.151,1.600254037844386,-25.787
22.0,111.103,1.7502540378443854,-25.782
22.1,111.053,1.8992540378443854,-25.777
22.2,111.001,2.047254037844385,-25.772
22.3,110.947,2.1952540378443857,-25.767
22.4,110.89,2.3412540378443856,-25.762
22.5,110.831,2.4872540378443855,-25.757
22.6,110.77,2.6312540378443856,-25.752
22.7,110.707,2.7752540378443857,-25.747
22.8,110.641,2.9182540378443855,-25.742
22.9,110.573,3.0592540378443855,-25.737
23.0,110.503,3.2002540378443856,-25.732
23.1,110.43,3.339254037844386,-25.727
23.2,110.356,3.478254037844385,-25.722
23.3,110.279,3.6152540378443856,-25.717
23.4,110.2,3.7502540378443854,-25.712
23.5,110.119,3.885254037844385,-25.707
23.6,110.036,4.018254037844385,-25.702
23.7,109.951,4.150254037844386,-25.697
23.8,109.863,4.281254037844386,-25.692
23.9,109.774,4.4102540378443855,-25.687
24.0,109.683,4.538254037844386,-25.682
24.1,109.589,4.664254037844385,-25.677
24.2,109.494,4.789254037844385,-25.672
24.3,109.397,4.912254037844385,-25.667
24.4,109.298,5.034254037844386,-25.662
24.5,109.197,5.154254037844385,-25.657
24.6,109.094,5.273254037844385,-25.652
24.7,108.989,5.390254037844386,-25.647
24.8,108.882,5.505254037844386,-25.642
24.9,108.774,5.619254037844385,-25.637
25.0,108.664,5.731254037844385,-25.632
25.1,108.552,5.841254037844386,-25.627
25.2,108.438,5.950254037844386,-25.622
25.3,108.323,6.056254037844385,-25.617
25.4,108.206,6.161254037844385,-25.612
25.5,108.087,6.264254037844386,-25.607
25.6,107.967,6.365254037844386,-25.602
25.7,107.845,6.464254037844386,-25.597
25.8,107.722,6.562254037844386,-25.592
25.9,107.597,6.657254037844385,-25.587
26.0,107.47,6.750254037844385,-25.582
26.1,107.343,6.841254037844386,-25.577
26.2,107.213,6.931254037844385,-25.572
26.3,107.083,7.018254037844386,-25.567
26.4,106.951,7.103254037844385,-25.562
26.5,106.818,7.186254037844385,-25.557
26.6,106.683,7.267254037844386,-25.552
26.7,106.547,7.3462540378443855,-25.547
26.8,106.41,7.423254037844385,-25.542
26.9,106.272,7.498254037844386,-25.537
27.0,106.132,7.570254037844386,-25.532
27.1,105.992,7.640254037844386,-25.527
27.2,105.85,7.708254037844386,-25.522
27.3,105.708,7.774254037844385,-25.517
27.4,105.564,7.8382540378443855,-25.512
27.5,105.419,7.899254037844385,-25.507
27.6,105.274,7.958254037844386,-25.502
27.7,105.127,8.014254037844385,-25.497
27.8,104.98,8.069254037844386,-25.492
27.9,104.832,8.121254037844386,-25.487
28.0,104.683,8.171254037844385,-25.482
28.1,104.533,8.218254037844385,-25.477
28.2,104.382,8.263254037844385,-25.472
28.3,104.231,8.306254037844386,-25.467
28.4,104.079,8.346254037844385,-25.462
28.5,103.927,8.384254037844386,-25.457
28.6,103.774,8.419254037844386,-25.452
28.7,103.62,8.452254037844385,-25.447
28.8,103.466,8.483254037844386,-25.442
28.9,103.312,8.511254037844386,-25.437
29.0,103.157,8.537254037844386,-25.432
29.1,103.002,8.560254037844386,-25.427
29.2,102.846,8.581254037844385,-25.422
29.3,102.69,8.600254037844385,-25.417
29.4,102.534,8.616254037844385,-25.412
29.5,102.377,8.629254037844385,-25.407
29.6,102.22,8.640254037844386,-25.402
29.7,102.064,8.649254037844386,-25.397
29.8,101.907,8.655254037844385,-25.392
29.9,101.75,8.659254037844386,-25.387
30.0,101.593,8.660254037844386,-25.382
30.1,101.436,8.659254037844386,-25.377
30.2,101.278,8.655254037844385,-25.372
30.3,101.122,8.649254037844386,-25.367
30.4,100.965,8.640254037844386,-25.362
30.5,100.808,8.629254037844385,-25.357
30.6,100.651,8.616254037844385,-25.352
30.7,100.495,8.600254037844385,-25.347
30.8,100.339,8.581254037844385,-25.342
30.9,100.184,8.560254037844386,-25.337
31.0,100.028,8.537254037844386,-25.332
31.1,99.873,8.511254037844386,-25.327
31.2,99.719,8.483254037844386,-25.322
31.3,99.565,8.452254037844385,-25.317
31.4,99.411,8.419254037844386,-25.312
31.5,99.258,8.384254037844386,-25.307
31.6,99.106,8.346254037844385,-25.302
31.7,98.954,8.306254037844386,-25.297
31.8,98.803,8.263254037844385,-25.292
31.9,98.652,8.218254037844385,-25.287
32.0,98.502,8.171254037844385,-25.282
32.1,98.353,8.121254037844386,-25.277
32.2,98.205,8.069254037844386,-25.272
32.3,98.058,8.014254037844385,-25.267
32.4,97.911,7.958254037844386,-25.262
32.5,97.766,7.899254037844385,-25.257
32.6,97.621,7.8382540378443855,-25.252
32.7,97.477,7.774254037844385,-25.247
32.8,97.335,7.708254037844386,-25.242
32.9,97.193,7.640254037844386,-25.237
33.0,97.053,7.570254037844386,-25.232
33.1,96.913,7.498254037844386,-25.227
33.2,96.775,7.423254037844385,-25.222
33.3,96.638,7.3462540378443855,-25.217
33.4,96.502,7.267254037844386,-25.212
33.5,96.368,7.186254037844385,-25.207
33.6,96.234,7.103254037844385,-25.202
33.7,96.102,7.018254037844386,-25.197
33.8,95.972,6.931254037844385,-25.192
33.9,95.843,6.841254037844386,-25.187
34.0,95.715,6.750254037844385,-25.182
34.1,95.588,6.657254037844385,-25.177
34.2,95.464,6.562254037844386,-25.172
34.3,95.34,6.464254037844386,-25.167
34.4,95.218,6.365254037844386,-25.162
34.5,95.098,6.264254037844386,-25.157
34.6,94.979,6.161254037844385,-25.152
34.7,94.862,6.056254037844385,-25.147
34.8,94.747,5.950254037844386,-25.142
34.9,94.633,5.841254037844386,-25.137
35.0,94.522,5.731254037844385,-25.132
35.1,94.411,5.619254037844385,-25.127
35.2,94.303,5.505254037844386,-25.122
35.3,94.196,5.390254037844386,-25.117
35.4,94.091,5.273254037844385,-25.112
35.5,93.989,5.154254037844385,-25.107
35.6,93.887,5.034254037844386,-25.102
35.7,93.788,4.912254037844385,-25.097
35.8,93.691,4.789254037844385,-25.092
35.9,93.596,4.664254037844385,-25.087
36.0,93.502,4.538254037844386,-25.082
36.1,93.411,4.4102540378443855,-25.077
36.2,93.322,4.281254037844386,-25.072
36.3,93.235,4.150254037844386,-25.067
36.4,93.149,4.018254037844385,-25.062
36.5,93.066,3.885254037844385,-25.057
36.6,92.985,3.7502540378443854,-25.052
36.7,92.906,3.6152540378443856,-25.047
36.8,92.83,3.478254037844385,-25.042
36.9,92.755,3.339254037844386,-25.037
37.0,92.683,3.2002540378443856,-25.032
37.1,92.612,3.0592540378443855,-25.027
37.2,92.544,2.9182540378443855,-25.022
37.3,92.479,2.7752540378443857,-25.017
37.4,92.415,2.6312540378443856,-25.012
37.5,92.354,2.4872540378443855,-25.007
37.6,92.295,2.3412540378443856,-25.002
37.7,92.238,2.1952540378443857,-24.997
37.8,92.184,2.047254037844385,-24.992
37.9,92.132,1.8992540378443854,-24.987
38.0,92.082,1.7502540378443854,-24.982
38.1,92.035,1.600254037844386,-24.977
38.2,91.99,1.4502540378443856,-24.972
38.3,91.947,1.2992540378443858,-24.967
38.4,91.907,1.1472540378443856,-24.962
38.5,91.869,0.9942540378443852,-24.957
38.6,91.833,0.8412540378443856,-24.952
38.7,91.8,0.6882540378443851,-24.947
38.8,91.77,0.5342540378443861,-24.942
38.9,91.741,0.37925403784438494,-24.937
39.0,91.716,0.22425403784438558,-24.932
39.1,91.692,0.06925403784438622,-24.927
39.2,91.671,-0.08674596215561436,-24.922
39.3,91.653,-0.24274596215561495,-24.917
39.4,91.637,-0.39874596215561375,-24.912
39.5,91.623,-0.5547459621556143,-24.907
39.6,91.612,-0.7117459621556144,-24.902
39.7,91.604,-0.8687459621556144,-24.897
39.8,91.598,-1.0257459621556144,-24.892
39.9,91.594,-1.1827459621556144,-24.887
40.0,91.593,-1.3397459621556145,-24.882
40.1,91.594,-1.4967459621556145,-24.877
40.2,91.598,-1.6537459621556145,-24.872
40.3,91.604,-1.8107459621556146,-24.867
40.4,91.612,-1.9677459621556146,-24.862
40.5,91.623,-2.1247459621556146,-24.857
40.6,91.637,-2.280745962155615,-24.852
40.7,91.653,-2.436745962155614,-24.847
40.8,91.671,-2.5927459621556146,-24.842
40.9,91.692,-2.748745962155615,-24.837
41.0,91.716,-2.9037459621556145,-24.832
41.1,91.741,-3.058745962155614,-24.827
41.2,91.77,-3.213745962155615,-24.822
41.3,91.8,-3.367745962155615,-24.817
41.4,91.833,-3.5207459621556136,-24.812
41.5,91.869,-3.673745962155614,-24.807
41.6,91.907,-3.8267459621556146,-24.802
41.7,91.947,-3.978745962155614,-24.797
41.8,91.99,-4.129745962155614,-24.792
41.9,92.035,-4.279745962155614,-24.787
42.0,92.082,-4.429745962155614,-24.782
42.1,92.132,-4.578745962155615,-24.777
42.2,92.184,-4.726745962155615,-24.772
42.3,92.238,-4.874745962155615,-24.767
42.4,92.295,-5.020745962155614,-24.762
42.5,92.354,-5.166745962155614,-24.757
42.6,92.415,-5.310745962155615,-24.752
42.7,92.479,-5.454745962155615,-24.747
42.8,92.544,-5.597745962155614,-24.742
42.9,92.612,-5.738745962155614,-24.737
43.0,92.683,-5.879745962155614,-24.732
43.1,92.755,-6.018745962155615,-24.727
43.2,92.83,-6.157745962155614,-24.722
43.3,92.906,-6.2947459621556145,-24.717
43.4,92.985,-6.429745962155614,-24.712
43.5,93.066,-6.564745962155614,-24.707
43.6,93.149,-6.697745962155615,-24.702
43.7,93.235,-6.829745962155615,-24.697
43.8,93.322,-6.960745962155615,-24.692
43.9,93.411,-7.0897459621556145,-24.687
44.0,93.502,-7.217745962155615,-24.682
44.1,93.596,-7.343745962155616,-24.677
44.2,93.691,-7.468745962155616,-24.672
44.3,93.788,-7.591745962155613,-24.667
44.4,93.887,-7.713745962155613,-24.662
44.5,93.989,-7.833745962155614,-24.657
44.6,94.091,-7.952745962155614,-24.652
44.7,94.196,-8.069745962155615,-24.647
44.8,94.303,-8.184745962155613,-24.642
44.9,94.411,-8.298745962155614,-24.637
45.0,94.522,-8.410745962155616,-24.632
45.1,94.633,-8.520745962155615,-24.627
45.2,94.747,-8.629745962155614,-24.622
45.3,94.862,-8.735745962155615,-24.617
45.4,94.979,-8.840745962155616,-24.612
45.5,95.098,-8.943745962155614,-24.607
45.6,95.218,-9.044745962155613,-24.602
45.7,95.34,-9.143745962155613,-24.597
45.8,95.464,-9.241745962155616,-24.592
45.9,95.588,-9.336745962155614,-24.587
46.0,95.715,-9.429745962155614,-24.582
46.1,95.843,-9.520745962155615,-24.577
46.2,95.972,-9.610745962155615,-24.572
46.3,96.102,-9.697745962155615,-24.567
46.4,96.234,-9.782745962155616,-24.562
46.5,96.368,-9.865745962155614,-24.557
46.6,96.502,-9.946745962155614,-24.552
46.7,96.638,-10.025745962155614,-24.547
46.8,96.775,-10.102745962155616,-24.542
46.9,96.913,-10.177745962155615,-24.537
47.0,97.053,-10.249745962155615,-24.532
47.1,97.193,-10.319745962155615,-24.527
47.2,97.335,-10.387745962155613,-24.522
47.3,97.477,-10.453745962155615,-24.517
47.4,97.621,-10.517745962155615,-24.512
47.5,97.766,-10.578745962155615,-24.507
47.6,97.911,-10.637745962155613,-24.502
47.7,98.058,-10.693745962155614,-24.497
47.8,98.205,-10.748745962155613,-24.492
47.9,98.353,-10.800745962155613,-24.487
48.0,98.502,-10.850745962155614,-24.482
48.1,98.652,-10.897745962155614,-24.477
48.2,98.803,-10.942745962155616,-24.472
48.3,98.954,-10.985745962155615,-24.467
48.4,99.106,-11.025745962155614,-24.462
48.5,99.258,-11.063745962155615,-24.457
48.6,99.411,-11.098745962155615,-24.452
48.7,99.565,-11.131745962155616,-24.447
48.8,99.719,-11.162745962155615,-24.442
48.9,99.873,-11.190745962155614,-24.437
49.0,100.028,-11.216745962155613,-24.432
49.1,100.184,-11.239745962155613,-24.427
49.2,100.339,-11.260745962155614,-24.422
49.3,100.495,-11.279745962155616,-24.417
49.4,100.651,-11.295745962155614,-24.412
49.5,100.808,-11.308745962155616,-24.407
49.6,100.965,-11.319745962155615,-24.402
49.7,101.122,-11.328745962155615,-24.397
49.8,101.278,-11.334745962155615,-24.392
49.9,101.436,-11.338745962155613,-24.387
50.0,101.593,-11.339745962155614,-24.382
50.1,101.75,-11.338745962155613,-24.377
50.2,101.907,-11.334745962155615,-24.372
50.3,102.064,-11.328745962155615,-24.367
50.4,102.22,-11.319745962155615,-24.362
50.5,102.377,-11.308745962155616,-24.357
50.6,102.534,-11.295745962155614,-24.352
50.7,102.69,-11.279745962155616,-24.347
50.8,102.846,-11.260745962155614,-24.342
50.9,103.002,-11.239745962155613,-24.337
51.0,103.157,-11.216745962155613,-24.332
51.1,103.312,-11.190745962155614,-24.327
51.2,103.466,-11.162745962155615,-24.322
51.3,103.62,-11.131745962155616,-24.317
51.4,103.774,-11.098745962155615,-24.312
51.5,103.927,-11.063745962155615,-24.307
51.6,104.079,-11.025745962155614,-24.302
51.7,104.231,-10.985745962155615,-24.297
51.8,104.382,-10.942745962155616,-24.292
51.9,104.533,-10.897745962155614,-24.287
52.0,104.683,-10.850745962155614,-24.282
52.1,104.832,-10.800745962155613,-24.277
52.2,104.98,-10.748745962155613,-24.272
52.3,105.127,-10.693745962155614,-24.267
52.4,105.274,-10.637745962155613,-24.262
52.5,105.419,-10.578745962155615,-24.257
52.6,105.564,-10.517745962155615,-24.252
52.7,105.708,-10.453745962155615,-24.247
52.8,105.85,-10.387745962155613,-24.242
52.9,105.992,-10.319745962155615,-24.237
53.0,106.132,-10.249745962155615,-24.232
53.1,106.272,-10.177745962155615,-24.227
53.2,106.41,-10.102745962155616,-24.222
53.3,106.547,-10.025745962155614,-24.217
53.4,106.683,-9.946745962155614,-24.212
53.5,106.818,-9.865745962155614,-24.207
53.6,106.951,-9.782745962155616,-24.202
53.7,107.083,-9.697745962155615,-24.197
53.8,107.213,-9.610745962155615,-24.192
53.9,107.343,-9.520745962155615,-24.187
54.0,107.47,-9.429745962155614,-24.182
54.1,107.597,-9.336745962155614,-24.177
54.2,107.722,-9.241745962155616,-24.172
54.3,107.845,-9.143745962155613,-24.167
54.4,107.967,-9.044745962155613,-24.162
54.5,108.087,-8.943745962155614,-24.157
54.6,108.206,-8.840745962155616,-24.152
54.7,108.323,-8.735745962155615,-24.147
54.8,108.438,-8.629745962155614,-24.142
54.9,108.552,-8.520745962155615,-24.137
55.0,108.664,-8.410745962155616,-24.132
55.1,108.774,-8.298745962155614,-24.127
55.2,108.882,-8.184745962155613,-24.122
55.3,108.989,-8.069745962155615,-24.117
55.4,109.094,-7.952745962155614,-24.112
55.5,109.197,-7.833745962155614,-24.107
55.6,109.298,-7.713745962155613,-24.102
55.7,109.397,-7.591745962155613,-24.097
55.8,109.494,-7.468745962155616,-24.092
55.9,109.589,-7.343745962155616,-24.087
56.0,109.683,-7.217745962155615,-24.082
56.1,109.774,-7.0897459621556145,-24.077
56.2,109.863,-6.960745962155615,-24.072
56.3,109.951,-6.829745962155615,-24.067
56.4,110.036,-6.697745962155615,-24.062
56.5,110.119,-6.564745962155614,-24.057
56.6,110.2,-6.429745962155614,-24.052
56.7,110.279,-6.2947459621556145,-24.047
56.8,110.356,-6.157745962155614,-24.042
56.9,110.43,-6.018745962155615,-24.037
57.0,110.503,-5.879745962155614,-24.032
57.1,110.573,-5.738745962155614,-24.027
57.2,110.641,-5.597745962155614,-24.022
57.3,110.707,-5.454745962155615,-24.017
57.4,110.77,-5.310745962155615,-24.012
57.5,110.831,-5.166745962155614,-24.007
57.6,110.89,-5.020745962155614,-24.002
57.7,110.947,-4.874745962155615,-23.997
57.8,111.001,-4.726745962155615,-23.992
57.9,111.053,-4.578745962155615,-23.987
58.0,111.103,-4.429745962155614,-23.982
58.1,111.151,-4.279745962155614,-23.977
58.2,111.196,-4.129745962155614,-23.972
58.3,111.238,-3.978745962155614,-23.967
58.4,111.278,-3.8267459621556146,-23.962
58.5,111.316,-3.673745962155614,-23.957
58.6,111.352,-3.5207459621556136,-23.952
58.7,111.385,-3.367745962155615,-23.947
58.8,111.415,-3.213745962155615,-23.942
58.9,111.444,-3.058745962155614,-23.937
59.0,111.469,-2.9037459621556145,-23.932
59.1,111.493,-2.748745962155615,-23.927
59.2,111.514,-2.5927459621556146,-23.922
59.3,111.532,-2.436745962155614,-23.917
59.4,111.548,-2.280745962155615,-23.912
59.5,111.562,-2.1247459621556146,-23.907
59.6,111.573,-1.9677459621556146,-23.902
59.7,111.581,-1.8107459621556146,-23.897
59.8,111.588,-1.6537459621556145,-23.892
59.9,111.591,-1.4967459621556145,-23.887
60.0,111.593,-1.3397459621556145,-23.882
60.1,111.591,-1.1827459621556144,-23.877
60.2,111.588,-1.0257459621556144,-23.872
60.3,111.581,-0.8687459621556144,-23.867
60.4,111.573,-0.7117459621556144,-23.862
60.5,111.562,-0.5547459621556143,-23.857
60.6,111.548,-0.39874596215561375,-23.852
60.7,111.532,-0.24274596215561495,-23.847
60.8,111.514,-0.08674596215561436,-23.842
60.9,111.493,0.06925403784438622,-23.837
61.0,111.469,0.22425403784438558,-23.832
61.1,111.444,0.37925403784438494,-23.827
61.2,111.415,0.5342540378443861,-23.822
61.3,111.385,0.6882540378443851,-23.817
61.4,111.352,0.8412540378443856,-23.812
61.5,111.316,0.9942540378443852,-23.807
61.6,111.278,1.1472540378443856,-23.802
61.7,111.238,1.2992540378443858,-23.797
61.8,111.196,1.4502540378443856,-23.792
61.9,111.151,1.600254037844386,-23.787
62.0,111.103,1.7502540378443854,-23.782
62.1,111.053,1.8992540378443854,-23.777
62.2,111.001,2.047254037844385,-23.772
62.3,110.947,2.1952540378443857,-23.767
62.4,110.89,2.3412540378443856,-23.762
62.5,110.831,2.4872540378443855,-23.757
62.6,110.77,2.6312540378443856,-23.752
62.7,110.707,2.7752540378443857,-23.747
62.8,110.641,2.9182540378443855,-23.742
62.9,110.573,3.0592540378443855,-23.737
63.0,110.503,3.2002540378443856,-23.732
63.1,110.43,3.339254037844386,-23.727
63.2,110.356,3.478254037844385,-23.722
63.3,110.279,3.6152540378443856,-23.717
63.4,110.2,3.7502540378443854,-23.712
63.5,110.119,3.885254037844385,-23.707
63.6,110.036,4.018254037844385,-23.702
63.7,109.951,4.150254037844386,-23.697
63.8,109.863,4.281254037844386,-23.692
63.9,109.774,4.4102540378443855,-23.687
64.0,109.683,4.538254037844386,-23.682
64.1,109.589,4.664254037844385,-23.677
64.2,109.494,4.789254037844385,-23.672
64.3,109.397,4.912254037844385,-23.667
