Time (s),North (m),East (m),Down (m)
0.0,4.999999999999993,-8.66025403784439,0.0
0.1,5.4829999999999925,-8.66025403784439,-0.129
0.2,5.965999999999993,-8.66025403784439,-0.259
0.3,6.448999999999993,-8.66025403784439,-0.388
0.4,6.931999999999993,-8.66025403784439,-0.518
0.5,7.414999999999993,-8.66025403784439,-0.647
0.6,7.897999999999993,-8.66025403784439,-0.776
0.7,8.380999999999993,-8.66025403784439,-0.906
0.8,8.863999999999994,-8.66025403784439,-1.035
0.9,9.346999999999994,-8.66025403784439,-1.165
1.0,9.829999999999993,-8.66025403784439,-1.294
1.1,10.312999999999992,-8.66025403784439,-1.424
1.2,10.795999999999992,-8.66025403784439,-1.553
1.3,11.278999999999993,-8.66025403784439,-1.682
1.4,11.760999999999992,-8.66025403784439,-1.812
1.5,12.243999999999993,-8.66025403784439,-1.941
1.6,12.726999999999993,-8.66025403784439,-2.071
1.7,13.209999999999994,-8.66025403784439,-2.2
1.8,13.692999999999993,-8.66025403784439,-2.329
1.9,14.175999999999993,-8.66025403784439,-2.459
2.0,14.658999999999994,-8.66025403784439,-2.588
2.1,15.141999999999992,-8.66025403784439,-2.718
2.2,15.624999999999993,-8.66025403784439,-2.847
2.3,16.107999999999993,-8.66025403784439,-2.976
2.4,16.590999999999994,-8.66025403784439,-3.106
2.5,17.07399999999999,-8.66025403784439,-3.235
2.6,17.556999999999995,-8.66025403784439,-3.365
2.7,18.039999999999992,-8.66025403784439,-3.494
2.8,18.522999999999993,-8.66025403784439,-3.623
2.9,19.005999999999993,-8.66025403784439,-3.753
3.0,19.488999999999994,-8.66025403784439,-3.882
3.1,19.971999999999994,-8.66025403784439,-4.012
3.2,20.45499999999999,-8.66025403784439,-4.141
3.3,20.937999999999995,-8.66025403784439,-4.271
3.4,21.420999999999992,-8.66025403784439,-4.4
3.5,21.903999999999993,-8.66025403784439,-4.529
3.6,22.386999999999993,-8.66025403784439,-4.659
3.7,22.869999999999994,-8.66025403784439,-4.788
3.8,23.352999999999994,-8.66025403784439,-4.918
3.9,23.83599999999999,-8.66025403784439,-5.047
4.0,24.318999999999992,-8.66025403784439,-5.176
4.1,24.80099999999999,-8.66025403784439,-5.306
4.2,25.283999999999992,-8.66025403784439,-5.435
4.3,25.766999999999992,-8.66025403784439,-5.565
4.4,26.249999999999993,-8.66025403784439,-5.694
4.5,26.732999999999993,-8.66025403784439,-5.823
4.6,27.215999999999994,-8.66025403784439,-5.953
4.7,27.698999999999995,-8.66025403784439,-6.082
4.8,28.18199999999999,-8.66025403784439,-6.212
4.9,28.664999999999992,-8.66025403784439,-6.341
5.0,29.147999999999993,-8.66025403784439,-6.47
5.1,29.630999999999993,-8.66025403784439,-6.6
5.2,30.113999999999994,-8.66025403784439,-6.729
5.3,30.596999999999994,-8.66025403784439,-6.859
5.4,31.07999999999999,-8.66025403784439,-6.988
5.5,31.56299999999999,-8.66025403784439,-7.118
5.6,32.04599999999999,-8.66025403784439,-7.247
5.7,32.528999999999996,-8.66025403784439,-7.376
5.8,33.01199999999999,-8.66025403784439,-7.506
5.9,33.49499999999999,-8.66025403784439,-7.635
6.0,33.977999999999994,-8.66025403784439,-7.765
6.1,34.46099999999999,-8.66025403784439,-7.894
6.2,34.94399999999999,-8.66025403784439,-8.023
