Time (s),North (m),East (m),Down (m)
11.8,66.99000000000001,0.0,-15.27
11.9,67.473,0.0,-15.4
12.0,67.956,0.0,-15.529
12.1,68.439,0.0,-15.659
12.2,68.92099999999999,0.0,-15.788
12.3,69.404,0.0,-15.917
12.4,69.887,0.0,-16.047
12.5,70.37,0.0,-16.176
12.6,70.85300000000001,0.0,-16.306
12.7,71.336,0.0,-16.435
12.8,71.819,0.0,-16.564
12.9,72.30199999999999,0.0,-16.694
13.0,72.785,0.0,-16.823
13.1,73.268,0.0,-16.953
13.2,73.751,0.0,-17.082
13.3,74.234,0.0,-17.211
13.4,74.717,0.0,-17.341
13.5,75.2,0.0,-17.47
13.6,75.683,0.0,-17.6
13.7,76.166,0.0,-17.729
13.8,76.649,0.0,-17.859
13.9,77.132,0.0,-17.988
14.0,77.615,0.0,-18.117
14.1,78.098,0.0,-18.247
14.2,78.581,0.0,-18.376
14.3,79.064,0.0,-18.506
14.4,79.547,0.0,-18.635
14.5,80.03,0.0,-18.764
14.6,80.513,0.0,-18.894
14.7,80.996,0.0,-19.023
14.8,81.479,0.0,-19.153
14.9,81.961,0.0,-19.282
15.0,82.444,0.0,-19.411
15.1,82.927,0.0,-19.541
15.2,83.41,0.0,-19.67
15.3,83.893,0.0,-19.8
15.4,84.376,0.0,-19.929
15.5,84.859,0.0,-20.058
15.6,85.342,0.0,-20.188
15.7,85.825,0.0,-20.317
15.8,86.308,0.0,-20.447
15.9,86.791,0.0,-20.576
16.0,87.274,0.0,-20.706
16.1,87.757,0.0,-20.835
16.2,88.24,0.0,-20.964
16.3,88.723,0.0,-21.094
16.4,89.206,0.0,-21.223
16.5,89.689,0.0,-21.353
16.6,90.172,0.0,-21.482
16.7,90.655,0.0,-21.611
16.8,91.138,0.0,-21.741
16.9,91.621,0.0,-21.87
17.0,92.104,0.0,-22.0
17.1,92.587,0.0,-22.129
17.2,93.07,0.0,-22.258
17.3,93.553,0.0,-22.388
17.4,94.036,0.0,-22.517
17.5,94.519,0.0,-22.647
17.6,95.001,0.0,-22.776
17.7,95.484,0.0,-22.905
17.8,95.967,0.0,-23.035
17.9,96.45,0.0,-23.164
18.0,96.933,0.0,-23.294
18.1,97.416,0.0,-23.423
18.2,97.899,0.0,-23.553
18.3,98.382,0.0,-23.682
18.4,98.865,0.0,-23.811
18.5,99.348,0.0,-23.941
18.6,99.831,0.0,-24.07
18.7,100.314,0.0,-24.2
18.8,100.797,0.0,-24.329
18.9,101.28,0.0,-24.458
19.0,101.763,0.0,-24.588
19.1,102.246,0.0,-24.717
19.2,102.729,0.0,-24.847
19.3,103.212,0.0,-24.976
19.4,103.695,0.0,-25.105
19.5,104.178,0.0,-25.235
19.6,104.661,0.0,-25.364
19.7,105.144,0.0,-25.494
19.8,105.627,0.0,-25.623
19.9,106.11,0.0,-25.752
20.0,116.593,-10.0,-25.882
20.1,116.591,-9.843,-25.877
20.2,116.588,-9.686,-25.872
20.3,116.581,-9.529,-25.867
20.4,116.573,-9.372,-25.862
20.5,116.562,-9.215,-25.857
20.6,116.548,-9.059,-25.852
20.7,116.532,-8.903,-25.847
20.8,116.514,-8.747,-25.842
20.9,116.493,-8.591,-25.837
21.0,116.469,-8.436,-25.832
21.1,116.444,-8.281,-25.827
21.2,116.415,-8.126,-25.822
21.3,116.385,-7.972,-25.817
21.4,116.352,-7.819,-25.812
21.5,116.316,-7.666,-25.807
21.6,116.278,-7.513,-25.802
21.7,116.238,-7.361,-25.797
21.8,116.196,-7.21,-25.792
21.9,116.151,-7.06,-25.787
22.0,116.103,-6.91,-25.782
22.1,116.053,-6.761,-25.777
22.2,116.001,-6.613,-25.772
22.3,115.947,-6.465,-25.767
22.4,115.89,-6.319,-25.762
22.5,115.831,-6.173,-25.757
22.6,115.77,-6.029,-25.752
22.7,115.707,-5.885,-25.747
22.8,115.641,-5.742,-25.742
22.9,115.573,-5.601,-25.737
23.0,115.503,-5.46,-25.732
23.1,115.43,-5.321,-25.727
23.2,115.356,-5.182,-25.722
23.3,115.279,-5.045,-25.717
23.4,115.2,-4.91,-25.712
23.5,115.119,-4.775,-25.707
23.6,115.036,-4.642,-25.702
23.7,114.951,-4.51,-25.697
23.8,114.863,-4.379,-25.692
23.9,114.774,-4.25,-25.687
24.0,114.683,-4.122,-25.682
24.1,114.589,-3.996,-25.677
24.2,114.494,-3.871,-25.672
24.3,114.397,-3.748,-25.667
24.4,114.298,-3.626,-25.662
24.5,114.197,-3.506,-25.657
24.6,114.094,-3.387,-25.652
24.7,113.989,-3.27,-25.647
24.8,113.882,-3.155,-25.642
24.9,113.774,-3.041,-25.637
25.0,113.664,-2.929,-25.632
25.1,113.552,-2.819,-25.627
25.2,113.438,-2.71,-25.622
25.3,113.323,-2.604,-25.617
25.4,113.206,-2.499,-25.612
25.5,113.087,-2.396,-25.607
25.6,112.967,-2.295,-25.602
25.7,112.845,-2.196,-25.597
25.8,112.722,-2.098,-25.592
25.9,112.597,-2.003,-25.587
26.0,112.47,-1.91,-25.582
26.1,112.343,-1.819,-25.577
26.2,112.213,-1.729,-25.572
26.3,112.083,-1.642,-25.567
26.4,111.951,-1.557,-25.562
26.5,111.818,-1.474,-25.557
26.6,111.683,-1.393,-25.552
26.7,111.547,-1.314,-25.547
26.8,111.41,-1.237,-25.542
26.9,111.272,-1.162,-25.537
27.0,111.132,-1.09,-25.532
27.1,110.992,-1.02,-25.527
27.2,110.85,-0.952,-25.522
27.3,110.708,-0.886,-25.517
27.4,110.564,-0.822,-25.512
27.5,110.419,-0.761,-25.507
27.6,110.274,-0.702,-25.502
27.7,110.127,-0.646,-25.497
27.8,109.98,-0.591,-25.492
27.9,109.832,-0.539,-25.487
28.0,109.683,-0.489,-25.482
28.1,109.533,-0.442,-25.477
28.2,109.382,-0.397,-25.472
28.3,109.231,-0.354,-25.467
28.4,109.079,-0.314,-25.462
28.5,108.927,-0.276,-25.457
28.6,108.774,-0.241,-25.452
28.7,108.62,-0.208,-25.447
28.8,108.466,-0.177,-25.442
28.9,108.312,-0.149,-25.437
29.0,108.157,-0.123,-25.432
29.1,108.002,-0.1,-25.427
29.2,107.846,-0.079,-25.422
29.3,107.69,-0.06,-25.417
29.4,107.534,-0.044,-25.412
29.5,107.377,-0.031,-25.407
29.6,107.22,-0.02,-25.402
29.7,107.064,-0.011,-25.397
29.8,106.907,-0.005,-25.392
29.9,106.75,-0.001,-25.387
30.0,106.593,0.0,-25.382
30.1,106.436,-0.001,-25.377
30.2,106.278,-0.005,-25.372
30.3,106.122,-0.011,-25.367
30.4,105.965,-0.02,-25.362
30.5,105.808,-0.031,-25.357
30.6,105.651,-0.044,-25.352
30.7,105.495,-0.06,-25.347
30.8,105.339,-0.079,-25.342
30.9,105.184,-0.1,-25.337
31.0,105.028,-0.123,-25.332
31.1,104.873,-0.149,-25.327
31.2,104.719,-0.177,-25.322
31.3,104.565,-0.208,-25.317
31.4,104.411,-0.241,-25.312
31.5,104.258,-0.276,-25.307
31.6,104.106,-0.314,-25.302
31.7,103.954,-0.354,-25.297
31.8,103.803,-0.397,-25.292
31.9,103.652,-0.442,-25.287
32.0,103.502,-0.489,-25.282
32.1,103.353,-0.539,-25.277
32.2,103.205,-0.591,-25.272
32.3,103.058,-0.646,-25.267
32.4,102.911,-0.702,-25.262
32.5,102.766,-0.761,-25.257
32.6,102.621,-0.822,-25.252
32.7,102.477,-0.886,-25.247
32.8,102.335,-0.952,-25.242
32.9,102.193,-1.02,-25.237
33.0,102.053,-1.09,-25.232
33.1,101.913,-1.162,-25.227
33.2,101.775,-1.237,-25.222
33.3,101.638,-1.314,-25.217
33.4,101.502,-1.393,-25.212
33.5,101.368,-1.474,-25.207
33.6,101.234,-1.557,-25.202
33.7,101.102,-1.642,-25.197
33.8,100.972,-1.729,-25.192
33.9,100.843,-1.819,-25.187
34.0,100.715,-1.91,-25.182
34.1,100.588,-2.003,-25.177
34.2,100.464,-2.098,-25.172
34.3,100.34,-2.196,-25.167
34.4,100.218,-2.295,-25.162
34.5,100.098,-2.396,-25.157
34.6,99.979,-2.499,-25.152
34.7,99.862,-2.604,-25.147
34.8,99.747,-2.71,-25.142
34.9,99.633,-2.819,-25.137
35.0,99.522,-2.929,-25.132
35.1,99.411,-3.041,-25.127
35.2,99.303,-3.155,-25.122
35.3,99.196,-3.27,-25.117
35.4,99.091,-3.387,-25.112
35.5,98.989,-3.506,-25.107
35.6,98.887,-3.626,-25.102
35.7,98.788,-3.748,-25.097
35.8,98.691,-3.871,-25.092
35.9,98.596,-3.996,-25.087
36.0,98.502,-4.122,-25.082
36.1,98.411,-4.25,-25.077
36.2,98.322,-4.379,-25.072
36.3,98.235,-4.51,-25.067
36.4,98.149,-4.642,-25.062
36.5,98.066,-4.775,-25.057
36.6,97.985,-4.91,-25.052
36.7,97.906,-5.045,-25.047
36.8,97.83,-5.182,-25.042
36.9,97.755,-5.321,-25.037
37.0,97.683,-5.46,-25.032
37.1,97.612,-5.601,-25.027
37.2,97.544,-5.742,-25.022
37.3,97.479,-5.885,-25.017
37.4,97.415,-6.029,-25.012
37.5,97.354,-6.173,-25.007
37.6,97.295,-6.319,-25.002
37.7,97.238,-6.465,-24.997
37.8,97.184,-6.613,-24.992
37.9,97.132,-6.761,-24.987
38.0,97.082,-6.91,-24.982
38.1,97.035,-7.06,-24.977
38.2,96.99,-7.21,-24.972
38.3,96.947,-7.361,-24.967
38.4,96.907,-7.513,-24.962
38.5,96.869,-7.666,-24.957
38.6,96.833,-7.819,-24.952
38.7,96.8,-7.972,-24.947
38.8,96.77,-8.126,-24.942
38.9,96.741,-8.281,-24.937
39.0,96.716,-8.436,-24.932
39.1,96.692,-8.591,-24.927
39.2,96.671,-8.747,-24.922
39.3,96.653,-8.903,-24.917
39.4,96.637,-9.059,-24.912
39.5,96.623,-9.215,-24.907
39.6,96.612,-9.372,-24.902
39.7,96.604,-9.529,-24.897
39.8,96.598,-9.686,-24.892
39.9,96.594,-9.843,-24.887
40.0,96.593,-10.0,-24.882
40.1,96.594,-10.157,-24.877
40.2,96.598,-10.314,-24.872
40.3,96.604,-10.471,-24.867
40.4,96.612,-10.628,-24.862
40.5,96.623,-10.785,-24.857
40.6,96.637,-10.941,-24.852
40.7,96.653,-11.097,-24.847
40.8,96.671,-11.253,-24.842
40.9,96.692,-11.409,-24.837
41.0,96.716,-11.564,-24.832
41.1,96.741,-11.719,-24.827
41.2,96.77,-11.874,-24.822
41.3,96.8,-12.028,-24.817
41.4,96.833,-12.181,-24.812
41.5,96.869,-12.334,-24.807
41.6,96.907,-12.487,-24.802
41.7,96.947,-12.639,-24.797
41.8,96.99,-12.79,-24.792
41.9,97.035,-12.94,-24.787
42.0,97.082,-13.09,-24.782
42.1,97.132,-13.239,-24.777
42.2,97.184,-13.387,-24.772
42.3,97.238,-13.535,-24.767
42.4,97.295,-13.681,-24.762
42.5,97.354,-13.827,-24.757
42.6,97.415,-13.971,-24.752
42.7,97.479,-14.115,-24.747
42.8,97.544,-14.258,-24.742
42.9,97.612,-14.399,-24.737
43.0,97.683,-14.54,-24.732
43.1,97.755,-14.679,-24.727
43.2,97.83,-14.818,-24.722
43.3,97.906,-14.955,-24.717
43.4,97.985,-15.09,-24.712
43.5,98.066,-15.225,-24.707
43.6,98.149,-15.358,-24.702
43.7,98.235,-15.49,-24.697
43.8,98.322,-15.621,-24.692
43.9,98.411,-15.75,-24.687
44.0,98.502,-15.878,-24.682
44.1,98.596,-16.004,-24.677
44.2,98.691,-16.129,-24.672
44.3,98.788,-16.252,-24.667
44.4,98.887,-16.374,-24.662
44.5,98.989,-16.494,-24.657
44.6,99.091,-16.613,-24.652
44.7,99.196,-16.73,-24.647
44.8,99.303,-16.845,-24.642
44.9,99.411,-16.959,-24.637
45.0,99.522,-17.071,-24.632
45.1,99.633,-17.181,-24.627
45.2,99.747,-17.29,-24.622
45.3,99.862,-17.396,-24.617
45.4,99.979,-17.501,-24.612
45.5,100.098,-17.604,-24.607
45.6,100.218,-17.705,-24.602
45.7,100.34,-17.804,-24.597
45.8,100.464,-17.902,-24.592
45.9,100.588,-17.997,-24.587
46.0,100.715,-18.09,-24.582
46.1,100.843,-18.181,-24.577
46.2,100.972,-18.271,-24.572
46.3,101.102,-18.358,-24.567
46.4,101.234,-18.443,-24.562
46.5,101.368,-18.526,-24.557
46.6,101.502,-18.607,-24.552
46.7,101.638,-18.686,-24.547
46.8,101.775,-18.763,-24.542
46.9,101.913,-18.838,-24.537
47.0,102.053,-18.91,-24.532
47.1,102.193,-18.98,-24.527
47.2,102.335,-19.048,-24.522
47.3,102.477,-19.114,-24.517
47.4,102.621,-19.178,-24.512
47.5,102.766,-19.239,-24.507
47.6,102.911,-19.298,-24.502
47.7,103.058,-19.354,-24.497
47.8,103.205,-19.409,-24.492
47.9,103.353,-19.461,-24.487
48.0,103.502,-19.511,-24.482
48.1,103.652,-19.558,-24.477
48.2,103.803,-19.603,-24.472
48.3,103.954,-19.646,-24.467
48.4,104.106,-19.686,-24.462
48.5,104.258,-19.724,-24.457
48.6,104.411,-19.759,-24.452
48.7,104.565,-19.792,-24.447
48.8,104.719,-19.823,-24.442
48.9,104.873,-19.851,-24.437
49.0,105.028,-19.877,-24.432
49.1,105.184,-19.9,-24.427
49.2,105.339,-19.921,-24.422
49.3,105.495,-19.94,-24.417
49.4,105.651,-19.956,-24.412
49.5,105.808,-19.969,-24.407
49.6,105.965,-19.98,-24.402
49.7,106.122,-19.989,-24.397
49.8,106.278,-19.995,-24.392
49.9,106.436,-19.999,-24.387
50.0,106.593,-20.0,-24.382
50.1,106.75,-19.999,-24.377
50.2,106.907,-19.995,-24.372
50.3,107.064,-19.989,-24.367
50.4,107.22,-19.98,-24.362
50.5,107.377,-19.969,-24.357
50.6,107.534,-19.956,-24.352
50.7,107.69,-19.94,-24.347
50.8,107.846,-19.921,-24.342
50.9,108.002,-19.9,-24.337
51.0,108.157,-19.877,-24.332
51.1,108.312,-19.851,-24.327
51.2,108.466,-19.823,-24.322
51.3,108.62,-19.792,-24.317
51.4,108.774,-19.759,-24.312
51.5,108.927,-19.724,-24.307
51.6,109.079,-19.686,-24.302
51.7,109.231,-19.646,-24.297
51.8,109.382,-19.603,-24.292
51.9,109.533,-19.558,-24.287
52.0,109.683,-19.511,-24.282
52.1,109.832,-19.461,-24.277
52.2,109.98,-19.409,-24.272
52.3,110.127,-19.354,-24.267
52.4,110.274,-19.298,-24.262
52.5,110.419,-19.239,-24.257
52.6,110.564,-19.178,-24.252
52.7,110.708,-19.114,-24.247
52.8,110.85,-19.048,-24.242
52.9,110.992,-18.98,-24.237
53.0,111.132,-18.91,-24.232
53.1,111.272,-18.838,-24.227
53.2,111.41,-18.763,-24.222
53.3,111.547,-18.686,-24.217
53.4,111.683,-18.607,-24.212
53.5,111.818,-18.526,-24.207
53.6,111.951,-18.443,-24.202
53.7,112.083,-18.358,-24.197
53.8,112.213,-18.271,-24.192
53.9,112.343,-18.181,-24.187
54.0,112.47,-18.09,-24.182
54.1,112.597,-17.997,-24.177
54.2,112.722,-17.902,-24.172
54.3,112.845,-17.804,-24.167
54.4,112.967,-17.705,-24.162
54.5,113.087,-17.604,-24.157
54.6,113.206,-17.501,-24.152
54.7,113.323,-17.396,-24.147
54.8,113.438,-17.29,-24.142
54.9,113.552,-17.181,-24.137
55.0,113.664,-17.071,-24.132
55.1,113.774,-16.959,-24.127
55.2,113.882,-16.845,-24.122
55.3,113.989,-16.73,-24.117
55.4,114.094,-16.613,-24.112
55.5,114.197,-16.494,-24.107
55.6,114.298,-16.374,-24.102
55.7,114.397,-16.252,-24.097
55.8,114.494,-16.129,-24.092
55.9,114.589,-16.004,-24.087
56.0,114.683,-15.878,-24.082
56.1,114.774,-15.75,-24.077
56.2,114.863,-15.621,-24.072
56.3,114.951,-15.49,-24.067
56.4,115.036,-15.358,-24.062
56.5,115.119,-15.225,-24.057
56.6,115.2,-15.09,-24.052
56.7,115.279,-14.955,-24.047
56.8,115.356,-14.818,-24.042
56.9,115.43,-14.679,-24.037
57.0,115.503,-14.54,-24.032
57.1,115.573,-14.399,-24.027
57.2,115.641,-14.258,-24.022
57.3,115.707,-14.115,-24.017
57.4,115.77,-13.971,-24.012
57.5,115.831,-13.827,-24.007
57.6,115.89,-13.681,-24.002
57.7,115.947,-13.535,-23.997
57.8,116.001,-13.387,-23.992
57.9,116.053,-13.239,-23.987
58.0,116.103,-13.09,-23.982
58.1,116.151,-12.94,-23.977
58.2,116.196,-12.79,-23.972
58.3,116.238,-12.639,-23.967
58.4,116.278,-12.487,-23.962
58.5,116.316,-12.334,-23.957
58.6,116.352,-12.181,-23.952
58.7,116.385,-12.028,-23.947
58.8,116.415,-11.874,-23.942
58.9,116.444,-11.719,-23.937
59.0,116.469,-11.564,-23.932
59.1,116.493,-11.409,-23.927
59.2,116.514,-11.253,-23.922
59.3,116.532,-11.097,-23.917
59.4,116.548,-10.941,-23.912
59.5,116.562,-10.785,-23.907
59.6,116.573,-10.628,-23.902
59.7,116.581,-10.471,-23.897
59.8,116.588,-10.314,-23.892
59.9,116.591,-10.157,-23.887
60.0,116.593,-10.0,-23.882
60.1,116.591,-9.843,-23.877
60.2,116.588,-9.686,-23.872
60.3,116.581,-9.529,-23.867
60.4,116.573,-9.372,-23.862
60.5,116.562,-9.215,-23.857
60.6,116.548,-9.059,-23.852
60.7,116.532,-8.903,-23.847
60.8,116.514,-8.747,-23.842
60.9,116.493,-8.591,-23.837
61.0,116.469,-8.436,-23.832
61.1,116.444,-8.281,-23.827
61.2,116.415,-8.126,-23.822
61.3,116.385,-7.972,-23.817
61.4,116.352,-7.819,-23.812
61.5,116.316,-7.666,-23.807
61.6,116.278,-7.513,-23.802
61.7,116.238,-7.361,-23.797
61.8,116.196,-7.21,-23.792
61.9,116.151,-7.06,-23.787
62.0,116.103,-6.91,-23.782
62.1,116.053,-6.761,-23.777
62.2,116.001,-6.613,-23.772
62.3,115.947,-6.465,-23.767
62.4,115.89,-6.319,-23.762
62.5,115.831,-6.173,-23.757
62.6,115.77,-6.029,-23.752
62.7,115.707,-5.885,-23.747
62.8,115.641,-5.742,-23.742
62.9,115.573,-5.601,-23.737
63.0,115.503,-5.46,-23.732
63.1,115.43,-5.321,-23.727
63.2,115.356,-5.182,-23.722
63.3,115.279,-5.045,-23.717
63.4,115.2,-4.91,-23.712
63.5,115.119,-4.775,-23.707
63.6,115.036,-4.642,-23.702
63.7,114.951,-4.51,-23.697
63.8,114.863,-4.379,-23.692
63.9,114.774,-4.25,-23.687
64.0,114.683,-4.122,-23.682
64.1,114.589,-3.996,-23.677
64.2,114.494,-3.871,-23.672
64.3,114.397,-3.748,-23.667
64.4,114.298,-3.626,-23.662
64.5,114.197,-3.506,-23.657
64.6,114.094,-3.387,-23.652
64.7,113.989,-3.27,-23.647
64.8,113.882,-3.155,-23.642
64.9,113.774,-3.041,-23.637
65.0,113.664,-2.929,-23.632
65.1,113.552,-2.819,-23.627
65.2,113.438,-2.71,-23.622
65.3,113.323,-2.604,-23.617
65.4,113.206,-2.499,-23.612
65.5,113.087,-2.396,-23.607
65.6,112.967,-2.295,-23.602
65.7,112.845,-2.196,-23.597
65.8,112.722,-2.098,-23.592
65.9,112.597,-2.003,-23.587
66.0,112.47,-1.91,-23.582
66.1,112.343,-1.819,-23.577
66.2,112.213,-1.729,-23.572
66.3,112.083,-1.642,-23.567
66.4,111.951,-1.557,-23.562
66.5,111.818,-1.474,-23.557
66.6,111.683,-1.393,-23.552
66.7,111.547,-1.314,-23.547
66.8,111.41,-1.237,-23.542
66.9,111.272,-1.162,-23.537
67.0,111.132,-1.09,-23.532
67.1,110.992,-1.02,-23.527
67.2,110.85,-0.952,-23.522
67.3,110.708,-0.886,-23.517
67.4,110.564,-0.822,-23.512
67.5,110.419,-0.761,-23.507
67.6,110.274,-0.702,-23.502
67.7,110.127,-0.646,-23.497
67.8,109.98,-0.591,-23.492
67.9,109.832,-0.539,-23.487
68.0,109.683,-0.489,-23.482
68.1,109.533,-0.442,-23.477
68.2,109.382,-0.397,-23.472
68.3,109.231,-0.354,-23.467
68.4,109.079,-0.314,-23.462
68.5,108.927,-0.276,-23.457
68.6,108.774,-0.241,-23.452
68.7,108.62,-0.208,-23.447
68.8,108.466,-0.177,-23.442
68.9,108.312,-0.149,-23.437
69.0,108.157,-0.123,-23.432
69.1,108.002,-0.1,-23.427
69.2,107.846,-0.079,-23.422
69.3,107.69,-0.06,-23.417
69.4,107.534,-0.044,-23.412
69.5,107.377,-0.031,-23.407
69.6,107.22,-0.02,-23.402
69.7,107.064,-0.011,-23.397
69.8,106.907,-0.005,-23.392
69.9,106.75,-0.001,-23.387
70.0,106.593,0.0,-23.382
70.1,106.436,-0.001,-23.377
70.2,106.278,-0.005,-23.372
70.3,106.122,-0.011,-23.367
70.4,105.965,-0.02,-23.362
70.5,105.808,-0.031,-23.357
70.6,105.651,-0.044,-23.352
70.7,105.495,-0.06,-23.347
70.8,105.339,-0.079,-23.342
70.9,105.184,-0.1,-23.337
71.0,105.028,-0.123,-23.332
71.1,104.873,-0.149,-23.327
71.2,104.719,-0.177,-23.322
71.3,104.565,-0.208,-23.317
71.4,104.411,-0.241,-23.312
71.5,104.258,-0.276,-23.307
71.6,104.106,-0.314,-23.302
71.7,103.954,-0.354,-23.297
71.8,103.803,-0.397,-23.292
71.9,103.652,-0.442,-23.287
72.0,103.502,-0.489,-23.282
72.1,103.353,-0.539,-23.277
72.2,103.205,-0.591,-23.272
72.3,103.058,-0.646,-23.267
72.4,102.911,-0.702,-23.262
72.5,102.766,-0.761,-23.257
72.6,102.621,-0.822,-23.252
72.7,102.477,-0.886,-23.247
72.8,102.335,-0.952,-23.242
72.9,102.193,-1.02,-23.237
73.0,102.053,-1.09,-23.232
73.1,101.913,-1.162,-23.227
73.2,101.775,-1.237,-23.222
73.3,101.638,-1.314,-23.217
73.4,101.502,-1.393,-23.212
73.5,101.368,-1.474,-23.207
73.6,101.234,-1.557,-23.202
73.7,101.102,-1.642,-23.197
73.8,100.972,-1.729,-23.192
73.9,100.843,-1.819,-23.187
74.0,100.715,-1.91,-23.182
74.1,100.588,-2.003,-23.177
74.2,100.464,-2.098,-23.172
74.3,100.34,-2.196,-23.167
74.4,100.218,-2.295,-23.162
74.5,100.098,-2.396,-23.157
74.6,99.979,-2.499,-23.152
74.7,99.862,-2.604,-23.147
74.8,99.747,-2.71,-23.142
74.9,99.633,-2.819,-23.137
75.0,99.522,-2.929,-23.132
75.1,99.411,-3.041,-23.127
75.2,99.303,-3.155,-23.122
75.3,99.196,-3.27,-23.117
75.4,99.091,-3.387,-23.112
75.5,98.989,-3.506,-23.107
75.6,98.887,-3.626,-23.102
75.7,98.788,-3.748,-23.097
75.8,98.691,-3.871,-23.092
75.9,98.596,-3.996,-23.087
76.0,98.502,-4.122,-23.082
76.1,98.411,-4.25,-23.077
76.2,98.322,-4.379,-23.072
76.3,98.235,-4.51,-23.067
76.4,98.149,-4.642,-23.062
76.5,98.066,-4.775,-23.057
76.6,97.985,-4.91,-23.052
76.7,97.906,-5.045,-23.047
76.8,97.83,-5.182,-23.042
76.9,97.755,-5.321,-23.037
77.0,97.683,-5.46,-23.032
77.1,97.612,-5.601,-23.027
77.2,97.544,-5.742,-23.022
77.3,97.479,-5.885,-23.017
77.4,97.415,-6.029,-23.012
77.5,97.354,-6.173,-23.007
77.6,97.295,-6.319,-23.002
77.7,97.238,-6.465,-22.997
77.8,97.184,-6.613,-22.992
77.9,97.132,-6.761,-22.987
78.0,97.082,-6.91,-22.982
78.1,97.035,-7.06,-22.977
78.2,96.99,-7.21,-22.972
